,credit,defaultTitle,defaultabstract
44,HYDRORUN,BATHYMETRIE : MNT Hydrorun à 100m pour les 6 modèles de rang 3 autour de l'île de La Réunion,"""<span><p>Modèle numérique de terrain de référence des 6 modèles côtiers (maille à 100m)  de la plateforme de modélisation HYDRORUN.</p></span>"""
45,"['Station Marine de Wimereux, Université des Sciences et Technologies de Lille', 'CHARM Consortium']","Species and habitats - Ophiothrix fragilis - Abundance (RCP Manche, 1971-1976)","""<span><p>Biological data collected during RCP Manche surveys have been expressed in abundance (nbr.indiv/30L sed). Data log-transformed (log10(x+1)).</p></span>"""
46,"['CEFAS', 'CHARM consortium']",Distribution of Whiting larvae from CPR samples for period 5 (years 1985 to 1991) - Point data,"""<span><p>Fish larvae were collected by the continuous plankton recorder (CPR, operated by SAHFOS) all year long between 1951 and 2005 along transects in the Celtic Sea and English Channel. The CPR is towed by ships of opportunity at speeds of 15 to 20 knots, at an approximate depth of 10 m. Water enters the recorder through an aperture of 1.27 cm2, and is filtered through a continuously moving band of silk with an average mesh size of 270 µm.</p></span>"""
47,"GLOBICE, 2008",2008 - Abondance relative des différentes espèces de cétacés autour de l'île de La Réunion en 2008 selon une grille de maille 2kmx2km,"""<span><p>Cartographie de l'abondance relative des différentes espèces de cétacés autour de l'île de La Réunion en 2008 selon une grille de maille 2kmx2km.</p></span>"""
48,"['DPMA', 'Terra Maris', 'Ifremer']",Arrêté n° 200 du 24/11/1978,"""<span><p>Arrêté n° 200 du 24 novembre 1978 portant réglementation du chalut pélagique dans les quartiers de La Rochelle et de Marennes-Oléron.</p></span>"""
49,"Ifremer, Géosciences Marines, 1993","MNT du fleuve Manche, zone Ouessant - campagne Sedimanche 2 en 1993 (réalisé en 1993, résolution 26m)","""<span><p>Modèle bathymétrique (MNT) situé en Manche ouest, au Nord-Ouest de l'île d'Ouessant. Les données ont été acquises lors de la campagne Sedimanche 2 en 1993, avec le SMF EM1000.\nLe pas de la grille est de 26m.\nProduit interne Ifremer.</p></span>"""
50,"[""Université du Littoral Côte d'Opale"", 'CHARM consortium']","Species and habitats - Merlangius merlangus (Whiting) - Larvae Stage 3 - Preferential habitat in April/May modelled by Generalised Linear Modelling and its uncertainty for Reise1, Reise2 and BCD surveys","""<span><p>Modelised abundance of larval stages of several species or prediction uncertainty.</p></span>"""
51,"Atlas BentHal, Ifremer, 2016","Distribution de Nymphaster arenatus (CPERM 7193, AphiaID 124048) en ATLANTIQUE","""<span><p>Distribution du taxon Nymphaster arenatus établie à partir des données de densité d'abondance relative cumulées et krigées issues des campagnes halieutiques EVHOE (2008-2013), LANGOLF (2011-2013), NURSE (2000-2013), ORHAGO (2011-2015)</p></span>"""
52,SeaDataNet,North Atlantic Ocean - Temperature and salinity observation collection V2,"""<span><p>SeaDataNet Temperature and Salinity historical data collection v2, including revised quality flags after quality control with ODV.</p><p>For data access please register at <a href=\""http://www.marine-id.org\"">http://www.marine-id.org</a></p></span>"""
53,"['CEFAS', 'CHARM consortium']",Species and habitats - Scyliorhinus canicula - Immature - Multi-annual abundance in July during BTS (1989-2010),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
54,"['CEFAS', 'CHARM consortium']","Species and habitats - Microstomus kitt - Mature - Mean abundance, standard deviation, and summed kriging error maps during BTS (1989 - 2010)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
55,"['CEFAS', 'CHARM consortium']","Species and habitats - Merlangius merlangus - Immature - Mean abundance, standard deviation, and summed kriging error maps during BTS (1989 - 2010)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
56,"['CEFAS', 'CHARM consortium']",Species and habitats - Mullus surmuletus - Immature - Multi-annual abundance in July during BTS (1989-2010),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
57,"['CEFAS', 'CHARM consortium']",Species and habitats - Mullus surmuletus - Mature - Multi-annual abundance Kriging error maps during BTS (1989 - 2010),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
58,"['IFREMER', 'CHARM consortium']",Species and habitats - Liocarcinus holsatus- Multi-annual Abundance  in October - CGFS (2007-2009),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
59,Null,Localisation des principaux câbles sous-marins,"""<span><p>Localisation des câbles sous-marins. Les données proviennent de différentes sources (<a href=\""http://www.kisca.org.uk\"">http://www.kisca.org.uk</a>, <a href=\""http://www.sigcables.com\"">http://www.sigcables.com</a>, <a href=\""http://www.cableawareness.info\"">http://www.cableawareness.info</a>)</p></span>"""
60,Andromède Océanologie ; AERMC,Réseau de suivi des assemblages coralligènes (RECOR),"""<span><p>RECOR est un réseau de suivi des assemblages coralligènes, des gorgones et des poissons, opéré par Andromède océanologie et l’Agence de l’eau Rhône-Méditerranée et Corse. Il s’étend sur l’ensemble de la façade méditerranéenne française bordée par les trois régions. Les objectifs de RECOR sont de recueillir des données descriptives de l’état et du fonctionnement des assemblages coralligènes selon une méthodologie adaptée et standardisée et de suivre leurs évolutions dans le temps et dans l’espace.</p></span>"""
61,"Ifremer, Géosciences Marines",Carte des formations sédimentaires superficielles au large de la baie de Somme (2017),"""<span><p>Carte des formations sédimentaires superficielles au large de la baie de Somme réalisée à partir des données acquises au cours des campagnes océanographiques RECOSOM, RECOSOM 2 et RECOSOM2-Recup.\nÉchelle de la carte : 1/20 000 (Projection de Mercator à N50°)</p></span>"""
62,"['DPMA', 'Terra Maris', 'Ifremer']",Règlement n° 850/98 du Conseil du 30/03/1998 (Titre IV / Article 29ter),"""<span><p>Règlement n° 850/98 du Conseil du 30 mars 1998 visant à la conservation des ressources de pêche par le biais de mesures techniques de protection des juvéniles d'organismes marins.</p><p>TITRE IV / Dispositions spéciales relatives à la pêche de certains organismes marins\nArticle 29ter / Restrictions applicables à la pêche de la langoustine</p></span>"""
63,"['IFREMER', 'CHARM consortium']",Species and habitats - Limanda limanda - Immature - CGFS multi-annual abundance in October (1988-2009),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
64,"['CEFAS', 'CHARM consortium']",Distribution of Clupeids larvae from CPR samples for period 2 (years 1964 to 1970) - Point data,"""<span><p>Fish larvae were collected by the continuous plankton recorder (CPR, operated by SAHFOS) all year long between 1951 and 2005 along transects in the Celtic Sea and English Channel. The CPR is towed by ships of opportunity at speeds of 15 to 20 knots, at an approximate depth of 10 m. Water enters the recorder through an aperture of 1.27 cm2, and is filtered through a continuously moving band of silk with an average mesh size of 270 μm.</p></span>"""
65,"['CEFAS', 'CHARM consortium']",Distribution of Whiting from CPR samples for period 4 (years 1978 to 1984) - Kriging,"""<span><p>Fish larvae were collected by the continuous plankton recorder (CPR, operated by SAHFOS) all year long between 1951 and 2005 along transects in the Celtic Sea and English Channel. The CPR is towed by ships of opportunity at speeds of 15 to 20 knots, at an approximate depth of 10 m. Water enters the recorder through an aperture of 1.27 cm2, and is filtered through a continuously moving band of silk with an average mesh size of 270 μm.</p></span>"""
66,"['IFREMER', 'CHARM consortium']",Species and habitats - Mullus surmuletus - Mature - CGFS annual abundance in October 2008,"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
67,"['IFREMER', 'CHARM consortium']",Species and habitats - Alcyonium digitatum - Multi-annual Abundance  in October - CGFS (2007-2009),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
68,Producteurs de données : Météo-France,Base de Données Climatologiques - BDClim -,"""<span><p>A Météo-France, la conservation de la mémoire du climat est effectuée dans la Base de Données Climatologiques (BDClim) qui contient le patrimoine climatologique de la France pour les observations de surface conventionnelles.</p><p>Les données climatologiques, hors modèles, radars et satellites se composent de toutes les données de France (métropole et outre-mer, sol, altitude et maritime) issues des relevés et observations des stations synoptiques, des stations de radiosondage, des postes du réseau climatologique d’Etat, des stations automatiques métropolitaines, des sémaphores et des navires météorologiques sélectionnés. Ces données sont archivées par la BDClim de façon pérenne. Des données de pays étrangers sont également archivées.</p></span>"""
69,UMR Entropie - Université La Réunion,Distribution spatiale des localisations de la Frégate du Pacifique (Fregata minor) suivis par balise Argos depuis Europa (TAAF) - Projet FEDER Mégafaune,"""<span><p>Les données acquises entre 2003 et 2008 par balises Argos, ont été analysées pour sortir 2 localisations par jour. Le nombre de localisations de Frégates du Pacifique balisées à Europa est agrégé par carré de 1° de côté. Ce mode de calcul est celui choisi dans le cadre du projet Mégafaune pour toutes les populations (une espèce, un lieu) étudiées afin de permettre l'inter-comparaison.</p></span>"""
